Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,53.040000915527344,53.369998931884766,52.81999969482422,53.349998474121094,53.067134857177734,3363200
2020-01-03,52.81999969482422,53.220001220703125,52.77000045776367,52.97999954223633,52.699100494384766,2125400
2020-01-06,52.650001525878906,52.91999816894531,52.619998931884766,52.83000183105469,52.549896240234375,2760700
2020-01-07,52.75,52.86000061035156,52.25,52.33000183105469,52.052547454833984,3922100
2020-01-08,52.439998626708984,52.95000076293945,52.380001068115234,52.4900016784668,52.211700439453125,2854900
2020-01-09,52.599998474121094,52.7599983215332,52.349998474121094,52.5,52.22164535522461,3646500
2020-01-10,52.68000030517578,53.029998779296875,52.04999923706055,52.06999969482422,51.793922424316406,2842800
2020-01-13,52.150001525878906,52.5099983215332,52.11000061035156,52.5,52.22164535522461,3201000
2020-01-14,52.45000076293945,52.5,52.119998931884766,52.20000076293945,51.92323684692383,3212500
2020-01-15,52.15999984741211,52.56999969482422,52.119998931884766,52.29999923706055,52.022705078125,4637100
2020-01-16,52.54999923706055,52.91999816894531,52.470001220703125,52.790000915527344,52.510108947753906,3048600
2020-01-17,52.88999938964844,53.459999084472656,52.790000915527344,53.41999816894531,53.13676452636719,3369800
2020-01-21,53.20000076293945,53.38999938964844,52.83000183105469,52.84000015258789,52.55984115600586,2968700
2020-01-22,53.02000045776367,53.060001373291016,52.470001220703125,52.529998779296875,52.25148391723633,2523400
2020-01-23,52.2400016784668,52.66999816894531,51.91999816894531,52.560001373291016,52.28132629394531,3005700
2020-01-24,52.72999954223633,52.79999923706055,52.0099983215332,52.38999938964844,52.11222839355469,2793800
2020-01-27,51.720001220703125,52.099998474121094,51.650001525878906,51.83000183105469,51.555198669433594,2619600
2020-01-28,52.06999969482422,52.689998626708984,52.0,52.369998931884766,52.09233093261719,2576700
2020-01-29,52.560001373291016,52.779998779296875,52.349998474121094,52.380001068115234,52.1022834777832,1566400
2020-01-30,51.939998626708984,53.119998931884766,51.939998626708984,53.040000915527344,52.75878143310547,2552000
2020-01-31,52.720001220703125,52.79999923706055,51.52000045776367,51.56999969482422,51.296573638916016,4313400
2020-02-03,51.849998474121094,52.45000076293945,51.849998474121094,52.0099983215332,51.7342414855957,4109800
2020-02-04,52.5,52.81999969482422,52.16999816894531,52.16999816894531,51.89339065551758,3685200
2020-02-05,52.650001525878906,53.279998779296875,52.41999816894531,53.279998779296875,52.99750900268555,4929500
2020-02-06,53.2400016784668,53.380001068115234,52.459999084472656,52.7400016784668,52.46037292480469,3480500
2020-02-07,52.709999084472656,53.290000915527344,52.66999816894531,52.93000030517578,52.64936447143555,2341700
2020-02-10,52.83000183105469,52.90999984741211,52.439998626708984,52.7400016784668,52.46037292480469,2168600
2020-02-11,52.88999938964844,53.349998474121094,52.83000183105469,52.939998626708984,52.65930938720703,2026700
2020-02-12,53.02000045776367,53.09000015258789,52.380001068115234,52.400001525878906,52.12217712402344,2474400
2020-02-13,52.40999984741211,52.65999984741211,52.119998931884766,52.459999084472656,52.181854248046875,2568500
2020-02-14,52.5,52.81999969482422,52.400001525878906,52.810001373291016,52.53000259399414,2073500
2020-02-18,52.400001525878906,52.5,51.7400016784668,51.880001068115234,51.880001068115234,2210000
2020-02-19,51.91999816894531,51.95000076293945,51.54999923706055,51.54999923706055,51.54999923706055,2182600
2020-02-20,51.47999954223633,51.650001525878906,51.13999938964844,51.4900016784668,51.4900016784668,2623700
2020-02-21,51.279998779296875,51.720001220703125,51.119998931884766,51.529998779296875,51.529998779296875,2977600
2020-02-24,50.540000915527344,50.70000076293945,49.189998626708984,49.22999954223633,49.22999954223633,4080300
2020-02-25,49.29999923706055,49.41999816894531,47.5099983215332,47.70000076293945,47.70000076293945,4013900
2020-02-26,48.04999923706055,48.29999923706055,46.099998474121094,46.54999923706055,46.54999923706055,5292000
2020-02-27,45.77000045776367,46.38999938964844,44.380001068115234,44.400001525878906,44.400001525878906,6232300
2020-02-28,43.310001373291016,43.869998931884766,41.91999816894531,42.849998474121094,42.849998474121094,8944900
2020-03-02,43.119998931884766,45.29999923706055,42.91999816894531,45.290000915527344,45.290000915527344,6569000
2020-03-03,45.029998779296875,45.650001525878906,43.08000183105469,43.33000183105469,43.33000183105469,7325900
2020-03-04,44.189998626708984,44.619998931884766,43.119998931884766,44.54999923706055,44.54999923706055,7922500
2020-03-05,43.209999084472656,43.209999084472656,41.189998626708984,41.58000183105469,41.58000183105469,5574500
2020-03-06,39.720001220703125,40.959999084472656,39.27000045776367,40.779998779296875,40.779998779296875,6310800
2020-03-09,38.0,40.150001525878906,36.75,37.59000015258789,37.59000015258789,7871300
2020-03-10,39.040000915527344,39.27000045776367,37.209999084472656,39.220001220703125,39.220001220703125,6962000
2020-03-11,37.90999984741211,38.09000015258789,36.33000183105469,36.939998626708984,36.939998626708984,5903400
2020-03-12,33.40999984741211,34.689998626708984,31.40999984741211,31.420000076293945,31.420000076293945,6057800
2020-03-13,33.540000915527344,34.849998474121094,31.15999984741211,34.689998626708984,34.689998626708984,6242000
2020-03-16,30.100000381469727,32.52000045776367,28.81999969482422,28.989999771118164,28.989999771118164,5979300
2020-03-17,29.510000228881836,30.350000381469727,27.010000228881836,30.149999618530273,30.149999618530273,7086300
2020-03-18,27.860000610351562,28.59000015258789,23.06999969482422,25.270000457763672,25.270000457763672,7493400
2020-03-19,25.170000076293945,28.450000762939453,24.190000534057617,26.899999618530273,26.899999618530273,7171300
2020-03-20,27.31999969482422,29.350000381469727,26.229999542236328,26.729999542236328,26.729999542236328,6985900
2020-03-23,26.43000030517578,26.989999771118164,25.1299991607666,25.690000534057617,25.690000534057617,6925700
2020-03-24,27.5,29.219999313354492,26.68000030517578,29.110000610351562,29.110000610351562,6025300
2020-03-25,29.450000762939453,38.22999954223633,29.190000534057617,36.72999954223633,36.72999954223633,14431000
2020-03-26,37.20000076293945,41.220001220703125,34.779998779296875,35.77000045776367,35.77000045776367,10739400
2020-03-27,34.18000030517578,37.15999984741211,33.7400016784668,35.400001525878906,35.400001525878906,6083000
2020-03-30,35.630001068115234,36.75,34.5,36.2599983215332,36.2599983215332,4315900
2020-03-31,35.7400016784668,36.0,34.060001373291016,34.2400016784668,34.2400016784668,7315700
2020-04-01,32.060001373291016,33.150001525878906,31.049999237060547,31.899999618530273,31.899999618530273,5237000
2020-04-02,31.6299991607666,33.119998931884766,31.110000610351562,31.829999923706055,31.829999923706055,4892600
2020-04-03,31.309999465942383,32.65999984741211,31.299999237060547,32.40999984741211,32.40999984741211,4690300
2020-04-06,34.529998779296875,36.11000061035156,34.08000183105469,35.220001220703125,35.220001220703125,5275800
2020-04-07,37.189998626708984,38.22999954223633,35.650001525878906,35.709999084472656,35.709999084472656,4625500
2020-04-08,36.0099983215332,38.09000015258789,35.75,37.77000045776367,37.77000045776367,4296900
2020-04-09,38.5,39.81999969482422,37.529998779296875,38.08000183105469,38.08000183105469,7065600
2020-04-13,38.150001525878906,38.150001525878906,36.529998779296875,37.279998779296875,37.279998779296875,2828200
2020-04-14,38.029998779296875,38.45000076293945,37.38999938964844,37.779998779296875,37.779998779296875,3347800
2020-04-15,36.189998626708984,36.529998779296875,35.33000183105469,35.75,35.75,3689500
2020-04-16,35.709999084472656,35.7400016784668,34.7599983215332,35.040000915527344,35.040000915527344,2878000
2020-04-17,36.22999954223633,36.86000061035156,35.56999969482422,36.47999954223633,36.47999954223633,3858400
2020-04-20,35.5099983215332,36.529998779296875,35.02000045776367,36.150001525878906,36.150001525878906,3377900
2020-04-21,34.93000030517578,35.529998779296875,34.43000030517578,34.59000015258789,34.59000015258789,3383400
2020-04-22,35.45000076293945,35.7599983215332,35.0,35.470001220703125,35.470001220703125,2363900
2020-04-23,35.779998779296875,35.9900016784668,34.9900016784668,35.040000915527344,35.040000915527344,3206900
